date,value
2022-05-02,11677
2022-05-01,9168
2022-04-30,7824
2022-04-29,5750
2022-04-28,10728
2022-04-27,10331
2022-04-26,10244
2022-04-25,11756
2022-04-24,8612
2022-04-23,8235
2022-04-22,10501
2022-04-21,8288
2022-04-20,4391
2022-04-19,11271
2022-04-18,12814
2022-04-17,6821
2022-04-16,8793
2022-04-15,15736
2022-04-14,7284
2022-04-13,7572
2022-04-12,6804
2022-04-11,15747
2022-04-10,9371
2022-04-09,10792
2022-04-08,8510
2022-04-07,9562
2022-04-06,6037
2022-04-05,7443
2022-04-04,12885
2022-04-03,6934
2022-04-02,13420
2022-04-01,12297
2022-03-31,6780
2022-03-30,3672
2022-03-29,6269
2022-03-28,4286
2022-03-27,8207
2022-03-26,7433
2022-03-25,9301
2022-03-24,5866
2022-03-23,8166
2022-03-22,4558
2022-03-21,3722
2022-03-20,5716
2022-03-19,5731
2022-03-18,3702
2022-03-17,5211
2022-03-16,5439
2022-03-15,10469
2022-03-14,9287
2022-03-13,6992
2022-03-12,11149
2022-03-11,7618
2022-03-10,9207
2022-03-09,7732
2022-03-08,5176
2022-03-07,6436
2022-03-06,5711
2022-03-05,5223
2022-03-04,2805
2022-03-03,4548
2022-03-02,3181
2022-03-01,10191
2022-02-28,15216
2022-02-27,7347
2022-02-26,10613
2022-02-25,8617
2022-02-24,10925
2022-02-23,4761
2022-02-22,8906
2022-02-21,8529
2022-02-20,12349
2022-02-19,7624
2022-02-18,10267
2022-02-17,9316
2022-02-16,7710
2022-02-15,12034
2022-02-14,7841
2022-02-13,2880
2022-02-12,10753
2022-02-11,10259
2022-02-10,15948
2022-02-09,5798
2022-02-08,10745
2022-02-07,12701
2022-02-06,2451
2022-02-05,7913
2022-02-04,4575
2022-02-03,7091
2022-02-02,6562
2022-02-01,5727
2022-01-31,3529
2022-01-30,6955
2022-01-29,7016
2022-01-28,5168
2022-01-27,2712
2022-01-26,5723
2022-01-25,2158
2022-01-24,7522
2022-01-23,5875
2022-01-22,10887
2022-01-21,6412
2022-01-20,7848
2022-01-19,7039
2022-01-18,6522
2022-01-17,4444
2022-01-16,4948
2022-01-15,6983
2022-01-14,10908
2022-01-13,7625
2022-01-12,5298
2022-01-11,7565
2022-01-10,9226
2022-01-09,6955
2022-01-08,7981
2022-01-07,12514
2022-01-06,14428
2022-01-05,12544
2022-01-04,7562
2022-01-03,15373
2022-01-02,6186
2022-01-01,6316
2021-12-31,9361
2021-12-30,4720
2021-12-29,2029
2021-12-28,5671
2021-12-27,6108
2021-12-26,7436
2021-12-25,6311
2021-12-24,8150
2021-12-23,8788
2021-12-22,8809
2021-12-21,6473
2021-12-20,4643
2021-12-19,8565
2021-12-18,12474
2021-12-17,7419
2021-12-16,7910
2021-12-15,5555
2021-12-14,6050
2021-12-13,7449
2021-12-12,10307
2021-12-11,2279
2021-12-10,8264
2021-12-09,8241
2021-12-08,6685
2021-12-07,10482
2021-12-06,1730
2021-12-05,17017
2021-12-04,20291
2021-12-03,7353
2021-12-02,10829
2021-12-01,4647
2021-11-30,7955
2021-11-29,11503
2021-11-28,9288
2021-11-27,5282
2021-11-26,8061
2021-11-25,6497
2021-11-24,8909
2021-11-23,6038
2021-11-22,3266
2021-11-21,9527
2021-11-20,14618
2021-11-19,16334
2021-11-18,13405
2021-11-17,13033
2021-11-16,12235
2021-11-15,10867
2021-11-14,9660
2021-11-13,18415
2021-11-12,13349
2021-11-11,7365
2021-11-10,13589
2021-11-09,8067
2021-11-08,2991
2021-11-07,9333
2021-11-06,12890
2021-11-05,6381
2021-11-04,6536
2021-11-03,10276
2021-11-02,7001
2021-11-01,6775
2021-10-31,10175
2021-10-30,6699
2021-10-29,5343
2021-10-28,9666
2021-10-27,11243
2021-10-26,10854
2021-10-25,5146
2021-10-24,3593
2021-10-23,10585
2021-10-22,6060
2021-10-21,5417
2021-10-20,5464
2021-10-19,10538
2021-10-18,7150
2021-10-17,6410
2021-10-16,8518
2021-10-15,5005
2021-10-14,7987
2021-10-13,6510
2021-10-12,5920
2021-10-11,4722
2021-10-10,5391
2021-10-09,14968
2021-10-08,12814
2021-10-07,5793
2021-10-06,13072
2021-10-05,4586
2021-10-04,11118
2021-10-03,6850
2021-10-02,13624
2021-10-01,4399
2021-09-30,4407
2021-09-29,4292
2021-09-28,6134
2021-09-27,5280
2021-09-26,4722
2021-09-25,9140
2021-09-24,5428
2021-09-23,6758
2021-09-22,7856
2021-09-21,13477
2021-09-20,5399
2021-09-19,4543
2021-09-18,6183
2021-09-17,7678
2021-09-16,3144
2021-09-15,4584
2021-09-14,1903
2021-09-13,3022
2021-09-12,4202
2021-09-11,6319
2021-09-10,5773
2021-09-09,6711
2021-09-08,6139
2021-09-07,8015
2021-09-06,9973
2021-09-05,10799
2021-09-04,8756
2021-09-03,4142
2021-09-02,4675
2021-09-01,3328
2021-08-31,6816
2021-08-30,7054
2021-08-29,5539
2021-08-28,12050
2021-08-27,7171
2021-08-26,4979
2021-08-25,7575
2021-08-24,7417
2021-08-23,6349
2021-08-22,7838
2021-08-21,9584
2021-08-20,6545
2021-08-19,6158
2021-08-18,7728
2021-08-17,5532
2021-08-16,7454
2021-08-15,5483
2021-08-14,7643
2021-08-13,7200
2021-08-12,5462
2021-08-11,5002
2021-08-10,6499
2021-08-09,8715
2021-08-08,11066
2021-08-07,10047
2021-08-06,9384
2021-08-05,4586
2021-08-04,7852
2021-08-03,2028
2021-08-02,4421
2021-08-01,8300
2021-07-31,11198
2021-07-30,6546
2021-07-29,4920
2021-07-28,6825
2021-07-27,5795
2021-07-26,4532
2021-07-25,9748
2021-07-24,6492
2021-07-23,5473
2021-07-22,6419
2021-07-21,6218
2021-07-20,6067
2021-07-19,10471
2021-07-18,11183
2021-07-17,8347
2021-07-16,6014
2021-07-15,10430
2021-07-14,5726
2021-07-13,5811
2021-07-12,6274
2021-07-11,7949
2021-07-10,11095
2021-07-09,3749
2021-07-08,4632
2021-07-07,11920
2021-07-06,13230
2021-07-05,11768
2021-07-04,8884
2021-07-03,8042
2021-07-02,2432
2021-07-01,6106
2021-06-30,5845
2021-06-29,7905
2021-06-28,7189
2021-06-27,9511
2021-06-26,7830
2021-06-25,10733
2021-06-24,14396
2021-06-23,5873
2021-06-22,9942
2021-06-21,11747
2021-06-20,8244
2021-06-19,6898
2021-06-18,6970
2021-06-17,5693
2021-06-16,5914
2021-06-15,6567
2021-06-14,5842
2021-06-13,6369
2021-06-12,12744
2021-06-11,5248
2021-06-10,9436
2021-06-09,5009
2021-06-08,6578
2021-06-07,6862
2021-06-06,6532
2021-06-05,12317
2021-06-04,5132
2021-06-03,7343
2021-06-02,7793
2021-06-01,5830
2021-05-31,8145
2021-05-30,6093
2021-05-29,4537
2021-05-28,7659
2021-05-27,6823
2021-05-26,5557
2021-05-25,5563
2021-05-24,5402
2021-05-23,5193
2021-05-22,4582
2021-05-21,9875
2021-05-20,6543
2021-05-19,2047
2021-05-18,2486
2021-05-17,1983
2021-05-16,2359
2021-05-15,4798
2021-05-14,12496
2021-05-13,5372
2021-05-12,10696
2021-05-11,5983
2021-05-10,8053
2021-05-09,6985
2021-05-08,9654
2021-05-07,7809
2021-05-06,5737
2021-05-05,4804
2021-05-04,12585
2021-05-03,7354
2021-05-02,4883
2021-05-01,7095
2021-04-30,6747
2021-04-29,6452
2021-04-28,5375
2021-04-27,7327
2021-04-26,12445
2021-04-25,4429
2021-04-24,11470
2021-04-23,4059
2021-04-22,8369
2021-04-21,6834
2021-04-20,4752
2021-04-19,6394
2021-04-18,11752
2021-04-17,7898
2021-04-16,3246
2021-04-15,3394
2021-04-14,538
2021-04-13,6022
2021-04-12,15612
2021-04-11,5751
2021-04-10,10603
2021-04-09,4291
2021-04-08,5064
2021-04-07,4731
2021-04-06,7477
2021-04-05,4709
2021-04-04,8803
2021-04-03,7857
2021-04-02,14408
2021-04-01,6001
2021-03-31,7240
2021-03-30,2108
2021-03-29,7422
2021-03-28,5419
2021-03-27,7640
2021-03-26,10138
2021-03-25,5663
2021-03-24,6161
2021-03-23,7075
2021-03-22,4295
2021-03-21,6805
2021-03-20,9527
2021-03-19,1847
2021-03-18,1167
2021-03-17,5331
2021-03-16,7266
2021-03-15,6553
2021-03-14,8362
2021-03-13,7350
2021-03-12,5477
2021-03-11,5864
2021-03-10,5402
2021-03-09,7505
2021-03-08,6156
2021-03-07,5481
2021-03-06,9534
2021-03-05,4190
2021-03-04,5418
2021-03-03,6526
2021-03-02,5185
2021-03-01,7096
2021-02-28,6515
2021-02-27,5370
2021-02-26,12914
2021-02-25,6066
2021-02-24,5358
2021-02-23,6263
2021-02-22,6268
2021-02-21,6489
2021-02-20,2199
2021-02-19,6239
2021-02-18,6296
2021-02-17,7179
2021-02-16,5149
2021-02-15,7083
2021-02-14,5706
2021-02-13,2982
2021-02-12,8057
2021-02-11,4211
2021-02-10,6265
2021-02-09,1681
2021-02-08,5849
2021-02-07,6963
2021-02-06,5713
2021-02-05,4932
2021-02-04,5936
2021-02-03,7313
2021-02-02,6591
2021-02-01,7406
2021-01-31,11163
2021-01-30,6731
2021-01-29,8489
2021-01-28,8549
2021-01-27,6569
2021-01-26,9628
2021-01-25,7832
2021-01-24,4994
2021-01-23,7757
2021-01-22,6990
2021-01-21,6968
2021-01-20,6760
2021-01-19,5976
2021-01-18,5605
2021-01-17,8047
2021-01-16,10530
2021-01-15,7278
2021-01-14,5584
2021-01-13,6718
2021-01-12,5665
2021-01-11,2567
2021-01-10,6119
2021-01-09,7905
2021-01-08,5738
2021-01-07,6714
2021-01-06,4550
2021-01-05,8261
2021-01-04,10481
2021-01-03,7392
2021-01-02,8740
2021-01-01,4806
2020-12-31,6262
2020-12-30,7181
2020-12-29,15764
2020-12-28,14053
2020-12-27,6897
2020-12-26,7006
2020-12-25,9323
2020-12-24,5730
2020-12-23,5696
2020-12-22,11778
2020-12-21,6947
2020-12-20,5628
2020-12-19,9729
2020-12-18,9899
2020-12-17,6505
2020-12-16,5959
2020-12-15,6191
2020-12-14,6867
2020-12-13,7318
2020-12-12,8244
2020-12-11,8496
2020-12-10,4436
2020-12-09,7622
2020-12-08,5063
2020-12-07,8182
2020-12-06,1345
2020-12-05,1285
2020-12-04,7176
2020-12-03,9940
2020-12-02,6707
2020-12-01,5193
2020-11-30,5593
2020-11-29,6318
2020-11-28,6267
2020-11-27,10229
2020-11-26,9529
2020-11-25,10397
2020-11-24,5281
2020-11-23,6705
2020-11-22,6635
2020-11-21,13532
2020-11-20,10065
2020-11-19,9326
2020-11-18,8108
2020-11-17,6017
2020-11-16,8695
2020-11-15,5589
2020-11-14,5652
2020-11-13,11968
2020-11-12,4562
2020-11-11,5576
2020-11-10,4770
2020-11-09,6354
2020-11-08,8165
2020-11-07,10287
2020-11-06,9546
2020-11-05,5701
2020-11-04,6699
2020-11-03,6330
2020-11-02,6385
2020-11-01,6991
2020-10-31,6954
2020-10-30,9723
2020-10-29,5286
2020-10-28,8631
2020-10-27,2591
2020-10-26,9935
2020-10-25,6512
2020-10-24,9191
2020-10-23,11231
2020-10-22,10411
2020-10-21,5567
2020-10-20,5773
2020-10-19,5791
2020-10-18,9347
2020-10-17,6234
2020-10-16,7061
2020-10-15,6828
2020-10-14,7231
2020-10-13,2360
2020-10-12,1029
2020-10-11,4129
2020-10-10,5377
2020-10-09,6005
2020-10-08,4936
2020-10-07,3757
2020-10-06,6573
2020-10-05,6450
2020-10-04,6815
2020-10-03,9844
2020-10-02,10145
2020-10-01,7840
2020-09-30,7070
2020-09-29,8156
2020-09-28,5411
2020-09-27,9710
2020-09-26,10232
2020-09-25,10834
2020-09-24,7022
2020-09-23,5539
2020-09-22,6158
2020-09-21,5560
2020-09-20,6128
2020-09-19,9877
2020-09-18,5754
2020-09-17,5668
2020-09-16,4194
2020-09-15,1005
2020-09-14,1819
2020-09-13,5293
2020-09-12,8902
2020-09-11,4802
2020-09-10,1243
2020-09-09,4629
2020-09-08,3867
2020-09-07,6256
2020-09-06,7449
2020-09-05,6986
2020-09-04,8887
2020-09-03,9812
2020-09-02,5244
2020-09-01,6230
2020-08-31,7306
2020-08-30,6672
2020-08-29,6578
2020-08-28,7026
2020-08-27,10444
2020-08-26,4440
2020-08-25,5443
2020-08-24,5704
2020-08-23,8161
2020-08-22,8612
2020-08-21,9109
2020-08-20,3880
2020-08-19,4933
2020-08-18,3139
2020-08-17,6662
2020-08-16,6409
2020-08-15,10078
2020-08-14,8325
2020-08-13,7219
2020-08-12,3810
2020-08-11,7096
2020-08-10,5222
2020-08-09,7667
2020-08-08,11102
2020-08-07,7454
2020-08-06,6590
2020-08-05,5491
2020-08-04,7225
2020-08-03,4702
2020-08-02,10149
2020-08-01,4409
2020-07-31,11727
2020-07-30,4866
2020-07-29,5374
2020-07-28,6744
2020-07-27,8541
2020-07-26,9487
2020-07-25,12599
2020-07-24,7992
2020-07-23,6262
2020-07-22,4058
2020-07-21,7299
2020-07-20,5433
2020-07-19,12982
2020-07-18,6174
2020-07-17,7457
2020-07-16,4111
2020-07-15,6443
2020-07-14,7846
2020-07-13,6044
2020-07-12,5378
2020-07-11,11799
2020-07-10,6304
2020-07-09,5486
2020-07-08,4752
2020-07-07,6607
2020-07-06,6142
2020-07-05,9795
2020-07-04,24091
2020-07-03,4828
2020-07-02,5707
2020-07-01,1537
2020-06-30,5101
2020-06-29,8801
2020-06-28,6999
2020-06-27,14543
2020-06-26,4419
2020-06-25,11928
2020-06-24,1718
2020-06-23,5611
2020-06-22,8434
2020-06-21,9636
2020-06-20,8445
2020-06-19,13073
2020-06-18,3755
2020-06-17,11376
2020-06-16,2921
2020-06-15,7880
2020-06-14,6538
2020-06-13,8990
2020-06-12,6389
2020-06-11,2778
2020-06-10,5329
2020-06-09,4225
2020-06-08,2656
2020-06-07,11560
2020-06-06,10274
2020-06-05,6407
2020-06-04,3174
2020-06-03,13397
2020-06-02,2798
2020-06-01,4810
2020-05-31,6522
2020-05-30,8474
2020-05-29,2740
2020-05-28,9139
2020-05-27,7540
2020-05-26,4928
2020-05-25,8040
2020-05-24,10949
2020-05-23,9003
2020-05-22,5920
2020-05-21,3194
2020-05-20,4403
2020-05-19,9587
2020-05-18,2417
2020-05-17,11268
2020-05-16,12717
2020-05-15,5631
2020-05-14,3519
2020-05-13,2175
2020-05-12,10521
2020-05-11,7932
2020-05-10,14115
2020-05-09,8051
2020-05-08,3817
2020-05-07,6447
2020-05-06,12643
2020-05-05,7205
2020-05-04,12259
2020-05-03,14490
2020-05-02,7340
2020-05-01,11262
2020-04-30,7251
2020-04-29,8598
2020-04-28,7083
2020-04-27,2505
2020-04-26,12610
2020-04-25,7547
2020-04-24,6659
2020-04-23,3888
2020-04-22,8113
2020-04-21,10486
2020-04-20,7648
2020-04-19,8516
2020-04-18,11444
2020-04-17,7058
2020-04-16,7320
2020-04-15,1697
2020-04-14,8663
2020-04-13,9213
2020-04-12,6164
2020-04-11,11376
2020-04-10,6780
2020-04-09,7188
2020-04-08,6207
2020-04-07,6242
2020-04-06,5722
2020-04-05,6081
2020-04-04,9120
2020-04-03,8256
2020-04-02,4876
2020-04-01,5214
2020-03-31,8372
2020-03-30,1532
2020-03-29,6261
2020-03-28,13309
2020-03-27,3423
2020-03-26,4571
2020-03-25,7110
2020-03-24,4099
2020-03-23,4584
2020-03-22,9082
2020-03-21,8992
2020-03-20,6064
2020-03-19,8286
2020-03-18,5568
2020-03-17,8219
2020-03-16,5096
2020-03-15,11042
2020-03-14,10333
2020-03-13,6819
2020-03-12,7302
2020-03-11,3784
2020-03-10,9921
2020-03-09,6661
2020-03-08,7929
2020-03-07,12870
2020-03-06,5113
2020-03-05,8754
2020-03-04,6493
2020-03-03,13376
2020-03-02,9848
2020-03-01,8148
2020-02-29,9149
2020-02-28,8482
2020-02-27,12391
2020-02-26,10264
2020-02-25,9560
2020-02-24,4692
2020-02-23,7863
2020-02-22,12903
2020-02-21,7786
2020-02-20,6704
2020-02-19,8349
2020-02-18,4613
2020-02-17,5112
2020-02-16,8569
2020-02-15,5765
2020-02-14,5394
2020-02-13,6240
2020-02-12,7226
2020-02-11,4152
2020-02-10,6665
2020-02-09,9225
2020-02-08,11973
2020-02-07,7226
2020-02-06,4352
2020-02-05,5184
2020-02-04,5907
2020-02-03,3749
2020-02-02,5431
2020-02-01,8980
2020-01-31,9989
2020-01-30,6219
2020-01-29,7919
2020-01-28,3922
2020-01-27,9185
2020-01-26,8828
2020-01-25,7980
2020-01-24,13567
2020-01-23,5383
2020-01-22,6518
2020-01-21,5340
2020-01-20,6581
2020-01-19,3386
2020-01-18,15217
2020-01-17,4345
2020-01-16,8413
2020-01-15,6924
2020-01-14,4561
2020-01-13,5452
2020-01-12,10130
2020-01-11,6171
2020-01-10,4697
2020-01-09,6974
2020-01-08,7196
2020-01-07,6649
2020-01-06,7476
2020-01-05,6337
2020-01-04,5175
2020-01-03,787
2020-01-02,6214
2020-01-01,5081
2019-12-31,7295
2019-12-30,1552
